==============================================================================
REZDY ROUND 1 -- SUPPLIER TEXT vs WHAT WE EXTRACTED
==============================================================================

100 products, the HARDEST in the catalogue (16-55 headings each).
Prompt: SYSTEM_PROMPT_RZ_DESC_V1_2

HOW TO READ A BLOCK
------------------------------------------------------------------------------
  SUPPLIER TEXT   what the model was given. This is the supplier's own
                  words with their HTML formatting restored as plain
                  marks -- '## ' a heading tag, '**bold**', '- ' a list
                  item, '[text](url)' a link. Nothing added or removed;
                  verified word-for-word on all 9,361 products.
  EXTRACTED       the fields that were filled, and their exact contents.
  EMPTY           fields left blank. A blank is the rule WORKING: the
                  supplier wrote no heading naming that field, so the
                  text stayed in ABOUT. It does not mean text was lost.
  FLAGS           the model's own notes on anything it moved.

THE TWO NUMBERS ON EVERY PRODUCT
------------------------------------------------------------------------------
  RETENTION   share of the supplier's distinct words that appear
              SOMEWHERE in our output. This is the content-loss measure.
              It CANNOT see a word that survived in the WRONG field --
              that is what the issue list is for. On Fareharbor, 11 of 13
              defects in one run lost no text at all, so high retention
              is necessary but not sufficient.
  FILL RATE   share of the 21 fields that got content. LOW IS OFTEN
              CORRECT: a field only fills when the supplier wrote a
              heading for it, and about half of Rezdy products write few
              or none. A low fill rate with high retention means the text
              is all present, sitting in ABOUT, exactly as intended.

RUN TOTALS
------------------------------------------------------------------------------
  mean retention     98.8%       (worst 91.2%, best 100.0%)
  products >= 95%    99 / 100
  products >= 99%    57 / 100
  mean fill rate     24.1%       (5.1 of 21 fields on average)
  no findings        44 / 100 products
  findings by type  NO HEADING 54, DUPLICATED 35, CONTENT LOSS 19, REWORDED 17, URL LOST 1, MID-SENTENCE 1

  For comparison, the OLD method (Step 1) retained 71.8% of the same
  suppliers' words across these same 100 products.

INDEX -- worst retention first
------------------------------------------------------------------------------
  PRODUCT    SUPPLIER                HEAD  RETAIN  FILLED  ISSUES
      Allow approx 5 hrs for this package with the first lesson lasting 1.5 hours and the second lesson for 2.5 hours. Available seven days per week during daylight hours. Saturdays and Sundays require five days notice due to availability. How to Get There: Tristar Aviation, Launceston Airport, Building 73, Evandale Rd, Western Junction TAS 7212. Detailed directions can be supplied at the time of booking. Please book at least 8 weeks in advance for weekend sessions. Due to the easing of COVID restrictions, experiences will be available again after the 15th of June 2020. Session numbers will be limited and slowly expanded as the situation allows. You're authorised to enter the car park from Gate 4 for Building 73 for your flight experience.

  [CANCELLATION]
      Change your booking up to 7 days before the start time of your experience Changes are not permitted within 7 days of your experience Late arrivals or no shows may result in you forfeiting your experience

  [RESTRICTIONS]
      Due to COVID 19 participants are requested to attend alone if possible, if someone needs to accompany them please limit to one person.
      Due to COVID 19 participants are requested to attend alone if possible, if someone needs to accompany them please limit to one person.
      You must be of 15 years of age. Flying may be cancelled in certain weather conditions which would make the flight uncomfortable for a novice. Please call the flying school if in any doubt. Any cancelled flights will be rescheduled for a later date. Weight limitation of 90Kg or a max of 190cm applies, if heavier, Please contact the provider directly for alternative arrangements

  [GROUP SIZE]
      One-on-one with your instructor.

  EMPTY (12): WHAT'S NOT INCLUDED, EXTRAS, ITINERARY, CHECK IN, ACCESSIBILITY, SPECIAL REQUIREMENTS, FAQS, PRICING, DISCLAIMERS, HEALTH & SAFETY, CONTACT, MEETING POINT
    ^ the supplier wrote no heading for these. Their text, if any,
      is in ABOUT above -- nothing was dropped.


==============================================================================
PJWVJ6   barossaoutdoors
Fully Guided Kayak Tour
==============================================================================
  RETENTION  99.1%   FILL RATE  14.3% (3/21 fields)   FINDINGS 0
  22 headings | 664 words | raw file: Rezdy-barossaoutdoors-PJWVJ6.json

  NO FINDINGS

------------------------------------------------------------------------------
SUPPLIER TEXT (what the model was given)
------------------------------------------------------------------------------
    **Fully guided kayak tour option (approx 2 hour duration) $65 per person**
    **Explore the serenity of Warren Reservoir with an accredited Paddle SA kayak guide leading the way. Learn about the history of the local area and importance of the reservoir system whilst spotting the local fauna and flora.**
    **Minimum number of persons required 5***
    **Maximum number 8**
    **(for larger group numbers please contact Barossa Kayak Hire to discuss options and available discounts)**
    ***smaller numbers may be accommodated upon request**
    **Please remember to request your kayak preference either single or double at time of booking. If none specified the tour guide will allocate upon arrival.**
    **This tour is suitable for all abilities however it is recommended that children are onboard a double kayak.**
    **What's included **
    Choice of either a
    **Single kayak** - suitable for 1 x adult/youth (Max. weight 120kgs) OR
    **Double kayak** - suitable for up to 2 x adults and 1 child (Max. weight 220kgs)
    Package includes hire of kayaks, life vests (up to 3 per double kayak), paddles and use of dry bags.
    **IMPORTANT INFO**
    ## "Safety First!"
    At Barossa Kayak Hire we want you to feel confident and most importantly safe on the water, even if you have never kayaked before. So if you are a complete novice don't worry. We provide all the equipment and local knowledge you will need to get started - making your hire a relaxing and enjoyable experience on the tranquil reservoir waters. We do ask that you comply with the following conditions regarding Weight Capacities, Lifejackets and the, Online Pre-Check In to help us ensure your safety and enjoyment on the reservoir waters.
    ​
    **Weight Capacities**
    ## Maximum passenger weights:
    - ## Single kayak - individual passenger 120kgs max.
    - ## Double kayak - combined passenger weight 220kgs max.
    - Junior kayak - individual passenger 40kgs max
    The maximum passenger weight for single kayaks is 120kgs. For doubles the maximum combined weight of all passengers must not exceed 220kgs, and for junior kayaks 40kgs. In the interest of safety, these maximum weight capacities MUST be adhered to. BKH reserves the right to alter the kayak manifest regarding passenger weights to ensure maximum stability on the water.
    **PFDs and Life Vests**
    - We only supply P.F.Ds. (Personal Flotation Devices/Buoyancy Aids) for adults over 40kg and for children over 25kgs. PFDs are only suitable to persons who can swim in the case of an emergency.
    - Our PFDs may not be suitable for some persons with physical disabilities.
    - We do not stock life-vests or life jackets for non-swimmers*. Non-swimmers wishing to kayak with us must supply their own life-vest/jacket and present to a member of BKH for a water safety compliance inspection prior to commencing the hire.
    ​
    *(i.e. persons who CAN NOT swim.) With the exception of toddlers and small children with a weight between 15kg and 25kg. Limited life-vests (Level 100) are available for this category and can be hired on a first come, first served basis.
    **Important - Online Pre-Check In procedure**
    ## Please note in the interest of safety it is vitally important that all persons who will be onboard our kayaks complete a Pre-Check In as soon as possible after making a booking request. Accurate weights and information must be provided. This is for insurance, water safety and to help us plan for your day.
    ## A Pre-Check In MUST be completed for ALL child passengers.
    Please follow the link to complete yours -
    ## [Wherewolf](https://web.wherewolf.co.nz/ss8fvh)
    **Discount Vouchers**
    **Group Bookings** - 10 or more kayaks 15% off. Simply enter Promo Code GIMME15 at the Checkout.
    **Gift eCards Available**
    Select this option at Checkout. No need to choose the date until time of booking. Gift eCards valid for 12 months
    **Didn't receive your Booking Confirmation?**
    Please check your email Junk and Spam Folders.
    **Find Us**
    Location:
    [Warren Reservoir Second Car Park](https://goo.gl/maps/t6wNDVsZ6P4qZqdi6)
    Warren Road, Mount Crawford
    ​
    **Contact Us**
    Email:
    [barossakayakhire@gmail.com](mailto:barossakayakhire@gmail.com?subject=Kayak%20Hire)
    Phone:
    General Enquiries & Group Bookings
    [0499 500 604](tel:0499500604)
    ​

------------------------------------------------------------------------------
EXTRACTED
------------------------------------------------------------------------------

  [ABOUT / DESCRIPTION]
      Fully guided kayak tour option (approx 2 hour duration) $65 per person
      Explore the serenity of Warren Reservoir with an accredited Paddle SA kayak guide leading the way. Learn about the history of the local area and importance of the reservoir system whilst spotting the local fauna and flora.
      Minimum number of persons required 5
      Maximum number 8
      (for larger group numbers please contact Barossa Kayak Hire to discuss options and available discounts)
      smaller numbers may be accommodated upon request
      Please remember to request your kayak preference either single or double at time of booking. If none specified the tour guide will allocate upon arrival.
      This tour is suitable for all abilities however it is recommended that children are onboard a double kayak.

  [IMPORTANT INFO]
      "Safety First!": At Barossa Kayak Hire we want you to feel confident and most importantly safe on the water, even if you have never kayaked before. So if you are a complete novice don't worry. We provide all the equipment and local knowledge you will need to get started - making your hire a relaxing and enjoyable experience on the tranquil reservoir waters. We do ask that you comply with the following conditions regarding Weight Capacities, Lifejackets and the, Online Pre-Check In to help us ensure your safety and enjoyment on the reservoir waters.
      Weight Capacities: Maximum passenger weights:
      Single kayak - individual passenger 120kgs max.
      Double kayak - combined passenger weight 220kgs max.
      Junior kayak - individual passenger 40kgs max
      The maximum passenger weight for single kayaks is 120kgs. For doubles the maximum combined weight of all passengers must not exceed 220kgs, and for junior kayaks 40kgs. In the interest of safety, these maximum weight capacities MUST be adhered to. BKH reserves the right to alter the kayak manifest regarding passenger weights to ensure maximum stability on the water.
      PFDs and Life Vests:
      We only supply P.F.Ds. (Personal Flotation Devices/Buoyancy Aids) for adults over 40kg and for children over 25kgs. PFDs are only suitable to persons who can swim in the case of an emergency.
